record,S1r1,S1r2,S1r3,S1r4,S1r5,S1r6,MRK_Sample,age,MRK_Age,gender,S6r1,S6r2,S6r3,S6r4,numdogs,S9,S10,M1r1,M1r2,M1r3,M1r4,M1r5,M1r6,M1r7,M1r8,M1r9,M1r10,M1r11,M1r12,M1r13,M1r14,M1r15,M1r16,M1r17,M1r18,M2r1,M2r2,M2r3,M2r4,M2r5,M2r6,M2r7,M2r8,M2r9,M2r10,M3r1,M3r2,M3r3,M3r4,M3r5,M3r6,M3r7,M3r8,M3r9,M3r10,M3r11,M3r12,M4r1,M4r2,M4r3,M4r4,M4r5,M4r6,M4r7,M4r8,M4r9,M4r10,M4r11,M4r12,M4r13,M4r14,M4r15,M4r16,M4r17,M4r18,M4r19,M4r20,M5r1,M5r2,M5r3,M5r4,M5r5,M5r6,M5r7,M6,M7r1,M7r2,M7r3,M7r4,M7r5,M7r6,M7r7,M7r8,M7r9,M7r10,M7r11,M7r12,M7r13,M7r14,M7r15,M7r16,M7r17,M7r18,M7r19,M7r20,M7r21,M7r22,M7r23,M7r24,M7r25,M7r26,M7r27,M7r28,M7r29,D1,D1b,D2,D3,D4,D5,D6,D7,S2,state,S8,M1r4_rev,M1r6_rev,M1r9_rev,M1r12_rev,M1r15_rev,M1r17_rev,PAStotal,socSupport,depress,gad7
1040,1,1,0,0,0,0,1,30,1,1,5,4,5,3,1,3,2,6,1,7,1,7,1,7,4,1,4,7,1,2,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,6,6,5,1,1,2,6,6,1,5,6,2,6,6,6,5,5,1,6,6,6,1,1,6,5,1,1,1,2,2,5,1,3,2,1,5, ,38,5,7,7,7,7,7,7,108,84,20,0
1049,1,0,0,0,0,0,1,18,1,1,1,2,3,3,2,3,2,7,3,6,1,7,1,6,5,1,6,7,3,5,7,3,5,1,5,5,4,4,2,4,4,3,5,5,2,5,6,2,1,5,3,3,2,4,6,4,3,4,3,4,3,4,2,1,1,1,2,1,3,2,1,1,4,2,1,2,2,3,2,3,2,1,1,0,2,4,5,6,4,5,3,5,4,4,3,5,2,4,5,4,6,3,2,5,3,2,4,5,3,3,4,1,4,4,3,1,3,3,2,1,1,2, ,28,3,7,7,7,5,5,7,107,44,44,12
1050,0,0,0,0,0,1,2,31,1,1,5,3,3,4, , , ,6,5,6,2,5,2,6,6,3,3,5,3,4,5,3,4,3,4,4,3,4,4,5,5,3,4,4,2,3,4,5,5,3,5,5,5,5,4,5,5,1,1,2,2,3,1,2,1,1,3,2,2,2,1,1,1,2,1,2,3,1,0,0,1,1,0,1,2,3,4,5,3,6,4,3,4,4,3,2,3,4,4,3,4,3,2,4,4,4,2,3,4,3,4,4,4,4,4,1,4,1,3,2,1,4,5,30, ,6,6,5,5,5,5,91,54,34,4
1054,1,0,0,0,0,0,1,23,1,1,3,4,3,3,1,2,2,7,6,6,1,7,1,7,7,1,1,7,2,5,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,5,7,3,2,1,5,5,6,6,6,3,6,1,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,0,0,0,1,1,1,0,2,4,4,3,4,2,4,4,5,3,4,5,2,4,5,2,4,3,4,3,4,4,3,4,5,4,5,1,4,2,2,3,4,1,1,2,1,2, ,10,2,7,7,7,6,7,7,115,55,27,3
1060,1,0,0,0,0,0,1,29,1,1,4,3,4,4,2,2,2,7,6,7,1,6,1,6,5,1,4,7,1,5,7,1,7,1,6,5,5,5,5,5,5,5,5,5,5,6,6,5,6,7,5,6,6,7,7,6,6,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,0,0,1,0,2,3,5,6,5,4,1,4,4,4,1,6,4,3,3,5,6,5,3,1,4,4,6,1,1,4,4,1,3,2,2,3,4,1,3,2,1,3, ,13,2,7,7,7,7,7,7,115,73,24,2
1064,1,1,0,0,0,0,1,28,1,1,5,4,4,3,1,3,2,7,5,7,1,7,1,7,7,1,7,7,1,5,7,1,3,1,7,5,5,3,3,5,5,5,5,5,5,6,6,7,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,0,0,1,0,0,1,0,1,2,3,4,2,1,2,4,5,4,3,4,3,3,3,4,4,3,4,1,4,6,5,1,2,3,5,2,2,2,1,1,5,1,2,2,1,2, ,47,3,7,7,7,7,7,7,118,73,25,2
1068,1,0,0,0,0,0,1,32,1,1,5,3,4,3,1,6,2,7,5,7,1,7,1,7,6,1,6,7,1,3,7,1,6,1,6,5,5,5,5,5,5,5,5,5,5,7,7,5,5,7,5,5,5,5,7,6,5,2,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,0,1,1,0,0,0,0,1,1,4,5,5,1,4,4,4,5,2,4,4,4,4,4,4,4,4,2,4,5,4,3,3,4,4,3,3,4,2,2,5,1,3,2,4,8, ,32,6,7,7,7,7,7,7,116,69,25,2
1070,0,0,0,0,0,1,2,27,1,1,4,3,3,3, , , ,5,4,5,4,5,5,5,4,5,4,5,5,4,4,4,4,5,4,3,3,3,3,2,3,3,3,2,3,4,5,6,4,4,5,4,5,4,4,5,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,3,4,5,3,4,4,3,3,6,4,4,5,4,4,5,5,4,4,5,5,4,5,4,5,4,5,4,5,5,2,1,5,1,1,2,1,3,4,35, ,4,3,3,3,4,3,73,54,22,0
1078,1,1,0,0,0,0,1,26,1,1,5,3,5,2,1,3,2,7,2,7,1,7,1,7,4,1,6,7,1,3,7,1,6,1,7,5,4,2,4,4,4,3,5,5,3,7,7,6,7,7,7,7,7,7,6,6,7,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0, ,1,3,6,4,1,1,3,5,6,1,4,5,1,2,5,6,6,4,1,5,6,6,1,1,6,6,1,1,1,3,3,4,1,2,2,1,3, ,13,3,7,7,7,7,7,7,112,81,23,0
1080,0,0,0,0,0,1,2,32,1,1,3,3,4,3, , , ,6,4,7,2,7,2,6,6,5,6,7,1,3,7,2,5,1,3,5,4,4,3,5,4,4,5,4,3,6,6,7,6,6,5,4,6,5,6,7,4,1,4,2,2,3,2,1,2,3,2,1,2,1,1,1,5,2,1,5,2,1,1,2,1,0,0,1,2,5,4,4,4,5,4,3,3,5,4,3,2,5,4,3,5,3,4,5,2,2,4,5,5,2,3,4,4,3,3,1,1,2,3,2,1,3,5,47, ,6,6,3,7,6,7,102,68,43,6
1082,1,1,0,0,0,0,1,31,1,1,5,4,5,4,1,4,2,7,6,7,1,7,1,6,7,1,4,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,4,5,5,5,2,4,4,5,2,4,4,2,5,4,4,4,4,2,4,5,5,2,2,4,4,1,1,1,2,3,4,1,2,2,1,5, ,9,4,7,7,7,7,7,7,115,84,20,0
1094,0,0,0,0,0,1,2,32,1,1,5,5,5,5, , , ,4,4,6,1,7,2,7,1,1,6,6,1,5,4,1,1,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,6,2,2,2,3,6,6,5,5,5,1,1,6,6,3,4,1,6,6,5,1,6,6,5,2,1,1,4,2,4,1,3,1,1,4,4,35, ,7,6,7,7,7,7,99,84,21,4
1095,1,0,0,0,0,0,1,29,1,1,4,4,5,5,1,4,2,6,6,6,4,7,4,4,5,4,4,6,4,4,5,2,5,3,7,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,4,4,5,4,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,5,4,3,4,4,4,4,3,4,4,4,4,2,3,4,1,2,2,1,4, ,5,4,4,4,4,4,6,5,92,50,23,1
1098,1,1,0,0,0,0,1,33,1,1,5,5,5,5,1,5,2,7,6,6,1,6,4,7,2,5,1,5,2,2,5,1,5,5,7,1,2,4,5,2,2,1,2,2,2,7,7,6,7,7,1,1,7,6,7,6,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,0,0,0,0,0,0,0, ,1,1,1,1,1,1,2,1,4,6,4,3,1,2,4,1,1,1,5,3,6,2,1,1,1,1,6,1,1,2,1,4,1,2,2,1,5, ,49,3,7,4,3,6,7,3,89,64,28,0
1104,1,1,0,0,0,0,1,27,1,1,3,3,3,3,2,3,2,7,6,7,1,6,1,7,7,7,7,7,1,7,7,6,6,1,6,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,6,6,6,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,1,6,1,1,5,6,6,1,6,6,1,5,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,3,2,4,1,3,2,4,6, ,43,3,7,7,1,7,2,7,111,81,20,0
1106,1,1,0,0,0,0,1,23,1,1,5,4,5,5,1,2,2,7,7,7,1,7,1,7,6,1,7,7,7,1,7,1,7,1,7,4,4,4,4,4,4,4,4,4,4,6,6,6,7,6,6,7,7,7,7,7,6,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,5,6,5,4,1,5,5,6,1,5,6,1,5,5,6,6,6,1,6,5,5,1,1,6,5,1,1,1,3,2,5,1,2,1,1,7, ,5,2,7,7,7,1,7,7,113,78,22,0
1108,0,0,0,0,0,1,2,34,1,1,3,1,3,2, , , ,5,4,6,4,7,2,7,6,4,4,6,4,5,6,3,4,1,4,3,4,5,5,4,4,5,4,4,4,4,5,5,3,6,6,5,3,6,5,5,6,1,2,3,4,2,3,3,2,3,1,2,2,3,1,1,3,3,1,2,3,2,2,3,2,1,1,2,2,5,5,4,3,4,5,2,4,4,3,4,2,5,5,2,5,4,2,5,2,3,2,3,2,1,4,3,4,6,5,1,5,2,3,2,4,2,4,5, ,4,6,4,4,5,7,94,59,45,13
1113,1,1,0,0,0,0,1,34,1,1,4,3,4,3,2,5,2,5,4,6,3,7,2,6,6,4,6,7,1,5,7,2,6,1,5,5,4,3,4,5,5,5,4,4,4,5,4,4,4,4,6,5,3,4,4,5,6,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1,1,0,1,2,5,3,3,3,5,4,5,3,2,5,4,2,5,6,3,5,3,2,5,1,4,2,5,5,2,4,3,5,5,3,1,3,4,2,2,1,1, ,3,5,5,6,4,7,6,7,105,54,29,4
1114,1,1,0,0,0,0,1,32,1,1,5,5,5,4,1,6,2,5,7,7,1,7,1,6,6,1,4,7,4,1,6,2,5,1,7,5,5,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,3,1,2,4,5,1,3,6,5,4,5,3,5,6,1,4,2,4,6,5,2,6,6,1,6,2,1,1,1,2,1,3,1,5,3, ,5,6,7,7,7,4,6,7,106,12,21,0
1116,1,0,0,0,0,0,1,19,1,1,4,3,5,3,1,2,2,7,4,7,1,7,1,3,6,1,3,7,1,3,7,1,7,1,7,5,4,5,5,5,5,5,5,5,3,1,4,7,7,7,7,7,7,7,7,7,7,1,2,1,1,1,2,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,0,0,0,0,2,0,2,1,1,4,2,4,5,1,1,4,4,5,2,4,6,4,4,2,2,1,4,4,3,4,2,1,1,3,1,1,2,1,2,2,3,2,1,5, ,22,3,7,7,7,7,7,7,110,75,27,3
1117,0,0,0,0,0,1,2,28,1,1,4,4,4,3, , , ,7,6,7,1,7,1,7,6,4,1,7,2,2,7,1,4,1,7,5,5,5,5,5,5,4,5,5,4,7,7,7,7,7,7,7,6,7,7,6,7,3,2,2,2,2,2,3,2,2,3,4,4,3,1,1,3,2,1,3,3,1,1,2,1,1,2,0,2,4,2,5,4,6,6,6,5,5,4,5,4,3,6,6,6,5,6,2,6,5,5,2,2,2,4,2,3,3,3,3,3,1,2,2,1,2,5,35, ,7,7,4,6,7,7,106,82,48,8
1128,1,1,0,0,0,0,1,32,1,1,5,2,4,2,1,4,2,7,2,7,1,7,1,6,6,5,7,7,1,2,7,1,5,1,6,5,3,4,4,5,4,3,5,5,3,6,6,5,3,6,6,5,3,7,6,6,6,1,3,4,3,2,3,1,2,1,1,1,2,2,1,1,3,3,1,3,4,1,1,1,0,0,1,0,2,4,6,5,1,2,5,2,3,5,5,4,2,4,5,2,6,3,2,5,4,3,4,5,2,3,4,1,3,2,3,3,3,1,3,2,1,3, ,9,4,7,7,3,7,7,7,107,65,42,4
1129,1,1,0,0,0,0,1,26,1,1,4,2,4,3,2,3,2,4,5,6,3,5,2,5,4,5,4,5,2,2,5,3,5,1,7,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,5,5,6,5,4,5,4,2,3,3,3,2,2,2,2,3,3,2,1,3,1,1,2,2,2,2,2,1,2,1,1,2,0,1,2,2,4,3,5,3,4,3,5,3,4,4,4,4,2,5,2,3,5,4,3,2,5,4,3,5,3,4,5,2,4,1,4,1,2,2,2,3, ,43,3,5,6,3,6,5,7,89,52,43,8
1152,1,1,0,0,0,0,1,32,1,1,2,2,3,3,2,3,2,7,7,7,1,7,1,6,7,2,5,7,1,2,7,1,7,1,7,5,5,5,4,5,5,5,5,5,5,5,6,6,5,6,5,6,5,5,6,5,6,2,3,2,3,2,3,1,2,2,3,1,2,4,1,1,5,2,1,1,3,1,2,2,2,3,3,2,4,5,4,3,2,4,5,3,3,3,5,3,3,5,4,2,4,2,1,4,2,1,3,4,3,3,3,3,4,5,3,2,4,1,3,2,1,3, ,14,3,7,7,6,7,7,7,117,66,44,15
1156,1,0,0,0,0,0,1,18,1,1,5,5,4,4,1,2,2,7,7,7,2,7,2,7,7,1,5,7,3,6,7,1,7,1,7,5,5,5,3,5,5,3,5,5,4,6,6,5,6,6,7,7,6,6,6,7,7,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,6,5,1,4,6,5,6,3,6,5,3,5,6,6,4,5,2,6,6,6,1,1,4,4,1,1,1,4,1,2,3,3,2,4,2, ,5,2,6,6,7,5,7,7,119,75,24,0
1160,1,0,0,0,0,0,1,25,1,1,3,3,3,3,1,3,2,3,5,4,5,3,3,4,3,4,6,4,2,3,3,4,6,1,4,3,3,2,2,3,4,3,1,2,3,3,4,5,3,3,6,4,4,6,4,3,4,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,3,1,2,2,1,1,1,1,1,1,0,2,4,4,3,5,4,4,5,2,3,3,4,2,5,3,4,3,5,3,4,4,2,3,4,4,5,4,4,5,4,2,2,4,1,3,2,4,5, ,47,3,3,5,4,6,4,7,77,49,34,6
1167,1,1,0,0,0,0,1,28,1,1,2,2,3,2,1,4,2,7,6,6,1,6,1,7,6,2,5,7,1,4,7,2,6,1,7,5,4,4,4,4,4,4,4,4,4,6,7,5,5,5,7,6,5,5,6,6,7,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,4,5,6,2,2,4,6,5,2,5,6,2,2,6,5,5,6,3,5,5,5,2,2,5,6,2,1,2,3,1,2,1,3,2,1,3, ,21,4,7,7,6,7,6,7,114,70,22,0
1175,1,1,0,0,0,0,1,33,1,1,5,4,5,3,2,3,2,7,7,7,1,6,4,7,5,2,5,7,1,2,7,1,6,1,5,5,4,5,5,5,5,5,4,4,4,6,6,7,6,6,5,5,6,5,5,6,5,1,1,2,2,2,2,1,1,1,2,2,2,3,1,1,2,1,1,2,2,1,0,1,0,1,1,0,1,1,4,5,4,5,2,4,5,6,1,4,5,2,2,4,5,5,5,1,6,5,4,2,2,5,4,1,1,1,5,2,4,1,2,2,1,4, ,36,3,7,4,6,7,7,7,109,68,32,4
1190,1,0,0,0,0,0,1,20,1,1,5,5,4,4,1,1,2,7,3,5,2,5,1,6,4,7,4,7,3,6,5,4,6,1,6,5,5,4,4,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,4,1,1,1,1,1,1,1,0,0,1,1,1,1,5,6,4,2,1,1,6,6,1,5,5,3,2,5,6,6,6,5,6,6,6,5,1,4,5,2,2,1,4,1,3,3,3,2,1,3, ,18,1,6,7,1,5,4,7,94,84,25,5
1207,1,0,0,0,0,0,1,27,1,1,3,3,3,3,2,2,2,7,1,7,1,7,1,7,7,1,7,7,1,1,7,1,7,1,7,1,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,1,6,6,1,1,6,6,6,1,6,6,1,1,6,6,6,6,1,6,6,6,1,1,6,6,1,1,1,3,2,4,1,3,2,1,5, ,21,2,7,7,7,7,7,7,114,84,20,0
1208,1,1,0,0,0,0,1,24,1,1,2,2,3,2,2,2,2,6,7,5,1,7,1,7,6,1,6,7,1,1,7,1,6,1,7,4,3,3,2,2,3,4,3,3,4,5,7,6,5,5,7,6,5,7,6,5,6,2,3,1,3,2,2,3,2,2,3,2,3,1,2,2,3,2,2,3,1,1,2,1,2,1,1,2,2,3,6,5,4,4,3,5,5,4,6,4,5,5,4,5,4,6,5,5,4,6,5,4,6,5,5,4,5,6,4,2,2,1,3,2,1,3, ,5,2,7,7,7,7,7,7,114,70,44,10
1225,0,0,0,0,0,1,2,32,1,1,4,3,5,3, , , ,7,4,6,2,7,3,7,2,7,7,6,2,6,7,2,1,1,6,5,3,5,5,4,4,4,3,3,2,6,7,7,7,6,6,6,7,6,6,5,6,2,1,2,1,3,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,1,0,1,0,0,0,0,1,4,2,3,5,5,6,3,5,4,3,4,3,3,5,3,6,3,2,5,3,4,3,5,2,3,4,2,3,1,3,1,3,2,3,2,1,2,4,25, ,6,5,1,6,6,7,97,75,31,2
1254,1,0,0,0,0,0,1,30,1,1,5,2,2,4,2,1,2,7,3,6,2,6,1,7,5,3,6,7,2,5,6,3,5,1,7,5,5,5,5,5,5,5,5,5,5,7,6,6,6,7,6,7,6,6,6,7,7,1,1,2,4,1,3,1,1,5,4,2,3,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,2,2,5,5,2,4,2,5,5,4,2,6,5,2,3,5,5,5,5,5,5,2,4,5,3,5,4,2,1,2,4,2,3,1,3,2,1,7, ,30,1,6,7,5,6,5,7,106,77,36,4
1260,1,1,0,0,0,0,1,19,1,1,5,2,4,1,1,2,2,6,3,7,1,7,1,6,6,1,6,7,1,5,7,1,5,1,7,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,6,6,6,6,6,6,6,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,0,1,0,0,0,2,1,3,5,3,1,3,3,3,5,4,5,4,2,4,5,5,4,3,2,4,5,5,4,2,4,4,1,3,2,5,1,3,3,3,2,1,8, ,21,2,7,7,7,7,7,7,114,71,30,3
1273,1,0,0,0,0,0,1,28,1,1,4,1,4,1,1,3,2,7,7,7,1,7,1,7,7,2,5,7,2,1,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,6,6,6,6,6,6,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,2,5,5,5,3,3,5,4,5,2,5,4,2,3,4,4,4,4,2,4,5,5,3,2,5,5,2,5,2,1,1,4,1,2,2,1,3, ,50,3,7,7,6,6,7,7,116,62,23,0
1277,1,0,0,0,0,0,1,31,1,1,3,3,5,3,1,3,2,6,7,7,1,7,1,7,7,1,6,7,1,4,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,4,6,7,6,5,6,7,7,6,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,4,4,3,1,1,3,4,5,3,4,5,3,4,5,4,3,5,1,5,6,4,1,1,6,4,1,1,1,2,2,4,1,2,1,5,3, ,9,3,7,7,7,7,7,7,121,74,21,0
1280,0,0,0,0,0,1,2,33,1,1,4,3,5,4, , , ,6,5,7,1,7,1,6,5,2,7,7,2,3,6,2,5,1,7,5,5,4,4,4,4,4,4,4,4,6,6,6,6,7,5,5,6,6,7,6,5,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,2,1,3,6,5,2,5,5,5,6,2,5,5,2,4,6,5,5,5,2,5,5,5,2,2,4,5,2,1,1,3,3,3,1,3,2,1,3,5,50, ,7,7,6,6,6,7,110,71,22,1
1281,1,1,0,0,0,0,1,24,1,1,5,2,4,2,3,2,2,7,5,7,1,7,1,7,7,4,7,7,1,7,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,2,2,3,2,3,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,0,2,2,5,5,4,3,3,4,5,5,4,4,4,2,3,4,5,5,4,3,5,5,4,5,2,6,5,2,2,2,2,1,3,1,3,2,1,6, ,5,2,7,7,4,7,7,7,121,84,34,6
1284,1,0,0,0,0,0,1,29,1,1,4,4,4,3,1,2,2,7,3,5,3,5,4,6,5,3,4,6,4,5,5,3,4,2,5,4,3,4,3,3,4,3,4,4,3,7,7,6,6,7,5,5,7,5,7,6,6,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,0,1,2,4,5,6,4,3,4,5,5,3,3,5,3,3,4,4,6,5,2,5,5,4,2,2,4,5,2,2,2,2,2,4,1,2,2,4,4, ,5,2,5,4,5,4,5,6,89,74,22,2
1297,1,0,0,0,0,0,1,25,1,1,2,2,4,1,1,5,2,7,7,7,1,7,2,7,6,2,5,6,2,5,6,1,7,1,6,5,4,4,3,5,5,5,4,4,4,2,2,5,3,2,6,5,3,5,2,5,5,2,3,3,2,3,3,4,2,3,3,2,2,1,1,1,3,3,1,3,2,1,1,2,1,0,2,2,2,4,3,4,3,3,4,4,3,4,4,3,3,4,5,3,4,3,2,4,3,3,3,5,4,3,3,3,3,4,1,1,4,1,3,2,4,3, ,11,5,7,6,6,6,7,7,115,45,47,9
1303,1,0,0,0,0,0,1,31,1,1,5,4,5,4,1,2,2,6,5,5,1,5,3,5,5,2,5,5,3,3,5,3,5,1,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,5,5,4,5,5,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,0,0,0,1,3,3,4,4,4,3,3,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,1,1,4,2,1,2,1,1, ,17,2,7,5,6,5,5,7,94,58,30,4
1366,1,1,0,0,0,0,1,32,1,1,4,4,4,3,1,1,2,7,3,5,2,6,3,5,6,5,5,6,2,5,6,2,6,2,6,4,4,2,4,2,1,2,2,4,2,6,7,6,6,7,5,6,7,7,5,6,6,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,0,0,0,0,1,0,0,1,2,1,5,5,3,2,5,5,6,2,4,5,2,4,4,5,5,4,2,5,4,5,2,2,5,5,2,2,2,5,2,4,1,3,1,4,7, ,5,1,6,5,3,6,6,6,98,74,24,1
1459,1,1,0,0,0,0,1,19,1,1,3,3,4,2,1,3,2,6,7,7,1,7,4,6,7,1,6,7,1,4,6,1,6,1,7,2,3,5,5,4,4,3,4,3,3,5,6,6,7,5,6,5,7,6,7,6,5,2,1,2,1,2,1,3,2,1,3,4,1,1,1,1,2,1,1,1,1,0,0,1,1,0,1,0,2,1,2,6,5,1,2,5,6,5,1,5,6,1,4,5,6,5,4,2,6,5,6,1,2,5,6,1,1,1,1,1,5,1,3,2,1,8, ,30,3,7,4,7,7,7,7,115,71,32,3
1483,1,1,0,0,0,0,1,27,1,1,4,2,4,3,1,2,2,7,3,6,1,7,1,7,7,7,1,7,2,6,7,1,6,1,3,5,3,5,5,5,5,2,4,3,1,7,7,7,5,7,7,7,6,7,7,7,7,2,2,3,3,4,4,1,1,3,3,4,3,1,2,1,2,1,1,2,2,0,0,1,1,0,1,0,2,5,4,2,1,4,6,1,1,4,5,2,2,4,6,3,5,2,6,1,1,5,6,6,5,6,4,1,3,5,1,1,5,1,3,2,2,2, ,17,3,7,7,1,6,7,7,102,81,45,3
1526,1,0,0,0,0,0,1,34,1,1,5,5,5,5,1,3,2,7,7,7,1,7,1,7,5,1,7,7,1,1,7,1,7,1,7,5,2,4,1,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0, ,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,5,2,3,1,3,2,1,5, ,46,3,7,7,7,7,7,7,118,84,20,0
1571,1,0,0,0,0,0,1,29,1,1,4,3,3,3,1,2,2,7,5,5,2,6,2,6,5,5,3,6,3,2,6,3,7,1,6,4,4,4,3,4,4,3,4,4,2,4,4,3,2,6,4,4,5,4,5,4,4,2,3,4,2,2,2,3,2,3,3,2,3,3,1,1,3,2,1,2,1,1,1,1,1,1,2,1,2,5,4,3,2,1,5,3,3,3,5,3,2,5,3,2,5,3,2,5,2,2,3,3,4,2,3,5,5,5,1,1,3,1,3,2,2,2, ,9,2,6,6,3,5,5,7,96,49,45,8
1574,1,0,0,0,0,0,1,25,1,1,2,4,4,3,1,2,2,6,6,7,1,7,2,7,7,3,6,7,1,3,7,1,7,1,7,4,3,5,2,4,3,4,4,3,3,3,6,6,6,3,5,7,6,6,5,6,6,3,4,3,5,4,4,5,5,5,5,3,4,4,1,3,3,1,4,3,1,2,1,3,1,3,2,0,2,4,3,5,4,4,2,4,3,3,4,4,3,4,5,3,5,4,2,3,3,4,4,5,3,4,3,2,4,5,1,1,4,1,1,2,1,3, ,5,3,7,6,5,7,7,7,116,65,70,12
1584,1,0,0,0,0,0,1,31,1,1,5,4,4,4,1,4,2,7,7,7,1,7,1,7,7,1,7,7,4,3,7,1,7,1,7,5,5,5,5,5,5,5,5,5,5,4,4,7,7,4,4,3,7,5,4,7,1,1,1,1,1,2,1,1,1,2,1,3,1,1,1,1,2,1,1,3,1,0,0,0,0,0,0,0, ,5,5,2,4,5,4,5,3,3,1,4,3,6,6,4,4,3,3,3,5,4,4,2,6,4,2,3,5,3,3,1,4,1,3,2,1,6, ,13,4,7,7,7,4,7,7,119,57,27,0
